"Player.Name","Home.Country","Opposite.Country","runs","Fours","Six"
"KW Richardson","Australia","South Africa",NA,NA,NA
"B Kumar","India","England",NA,NA,NA
"MS Dhoni","India","England",NA,NA,NA
"RA Jadeja","India","England",NA,NA,NA
"SK Raina","India","England",NA,NA,NA
"Mohammed Shami","India","England",NA,NA,NA
"AT Rayudu","India","England",NA,NA,NA
"DS Kulkarni","India","England",NA,NA,NA
"R Ashwin","India","England",NA,NA,NA
"DW Steyn","South Africa","Zimbabwe",NA,NA,NA
"M Morkel","South Africa","Zimbabwe",NA,NA,NA
"AM Phangiso","South Africa","Zimbabwe",NA,NA,NA
"JM Anderson","England","India",NA,NA,NA
"ST Finn","England","India",NA,NA,NA
"M Morkel","South Africa","Australia",NA,NA,NA
"AM Phangiso","South Africa","Australia",NA,NA,NA
"Imran Tahir","South Africa","Australia",NA,NA,NA
"DW Steyn","South Africa","Australia",NA,NA,NA
"DA Miller","South Africa","Australia",NA,NA,NA
"MC Sorensen","Ireland","Scotland",NA,NA,NA
"JF Mooney","Ireland","Scotland",NA,NA,NA
"SW Poynter","Ireland","Scotland",NA,NA,NA
"AR McBrine","Ireland","Scotland",NA,NA,NA
"AR White","Ireland","Scotland",NA,NA,NA
"CA Young","Ireland","Scotland",NA,NA,NA
"AR McBrine","Ireland","Scotland",NA,NA,NA
"CA Young","Ireland","Scotland",NA,NA,NA
"JH Davey","Scotland","Ireland",NA,NA,NA
"FRJ Coleman","Scotland","Ireland",NA,NA,NA
"RD Berrington","Scotland","Ireland",NA,NA,NA
"MA Leask","Scotland","Ireland",NA,NA,NA
"AC Evans","Scotland","Ireland",NA,NA,NA
"RM Haq","Scotland","Ireland",NA,NA,NA
"SM Sharif","Scotland","Ireland",NA,NA,NA
"NM Lyon","Australia","Pakistan",NA,NA,NA
"R Rampaul","West Indies","India",NA,NA,NA
"JE Taylor","West Indies","India",NA,NA,NA
"SJ Benn","West Indies","India",NA,NA,NA
"MG Johnson","Australia","Pakistan",NA,NA,NA
"KW Richardson","Australia","Pakistan",NA,NA,NA
"XJ Doherty","Australia","Pakistan",NA,NA,NA
"NM Lyon","Australia","Pakistan",NA,NA,NA
"A Mishra","India","West Indies",NA,NA,NA
"UT Yadav","India","West Indies",NA,NA,NA
"UT Yadav","India","West Indies",NA,NA,NA
"Mohammed Shami","India","West Indies",NA,NA,NA
"B Kumar","India","West Indies",NA,NA,NA
"AR Patel","India","West Indies",NA,NA,NA
"VD Philander","South Africa","New Zealand",NA,NA,NA
"DW Steyn","South Africa","New Zealand",NA,NA,NA
"R McLaren","South Africa","New Zealand",NA,NA,NA
"Imran Tahir","South Africa","New Zealand",NA,NA,NA
"M Morkel","South Africa","New Zealand",NA,NA,NA
"TWM Latham","New Zealand","South Africa",NA,NA,NA
"NL McCullum","New Zealand","South Africa",NA,NA,NA
"TG Southee","New Zealand","South Africa",NA,NA,NA
"DG Brownlie","New Zealand","South Africa",NA,NA,NA
"JDS Neesham","New Zealand","South Africa",NA,NA,NA
"BB McCullum","New Zealand","South Africa",NA,NA,NA
"MJ Guptill","New Zealand","South Africa",NA,NA,NA
"L Ronchi","New Zealand","South Africa",NA,NA,NA
"MJ McClenaghan","New Zealand","South Africa",NA,NA,NA
"CJ Anderson","New Zealand","South Africa",NA,NA,NA
"MJ Henry","New Zealand","South Africa",NA,NA,NA
"KJ Abbott","South Africa","New Zealand",NA,NA,NA
"VD Philander","South Africa","New Zealand",NA,NA,NA
"WD Parnell","South Africa","New Zealand",NA,NA,NA
"JP Duminy","South Africa","New Zealand",NA,NA,NA
"M Morkel","South Africa","New Zealand",NA,NA,NA
"R McLaren","South Africa","New Zealand",NA,NA,NA
"I Sharma","India","Sri Lanka",NA,NA,NA
"UT Yadav","India","Sri Lanka",NA,NA,NA
"R Ashwin","India","Sri Lanka",NA,NA,NA
"VR Aaron","India","Sri Lanka",NA,NA,NA
"PLS Gamage","Sri Lanka","India",NA,NA,NA
"I Sharma","India","Sri Lanka",NA,NA,NA
"AR Patel","India","Sri Lanka",NA,NA,NA
"R Ashwin","India","Sri Lanka",NA,NA,NA
"WP Saha","India","Sri Lanka",NA,NA,NA
"UT Yadav","India","Sri Lanka",NA,NA,NA
"CR Amini","Papua New Guinea","Hong Kong",NA,NA,NA
"P Raho","Papua New Guinea","Hong Kong",NA,NA,NA
"WT Gavera","Papua New Guinea","Hong Kong",NA,NA,NA
"N Vanua","Papua New Guinea","Hong Kong",NA,NA,NA
"WT Gavera","Papua New Guinea","Hong Kong",NA,NA,NA
"AR Patel","India","Sri Lanka",NA,NA,NA
"R Ashwin","India","Sri Lanka",NA,NA,NA
"I Sharma","India","Sri Lanka",NA,NA,NA
"UT Yadav","India","Sri Lanka",NA,NA,NA
"DS Kulkarni","India","Sri Lanka",NA,NA,NA
"KV Sharma","India","Sri Lanka",NA,NA,NA
"STR Binny","India","Sri Lanka",NA,NA,NA
"UT Yadav","India","Sri Lanka",NA,NA,NA
"AR Patel","India","Sri Lanka",NA,NA,NA
"DS Kulkarni","India","Sri Lanka",NA,NA,NA
"JR Hazlewood","Australia","South Africa",NA,NA,NA
"Imran Tahir","South Africa","Australia",NA,NA,NA
"M Morkel","South Africa","Australia",NA,NA,NA
"RMS Eranga","Sri Lanka","India",NA,NA,NA
"PLS Gamage","Sri Lanka","India",NA,NA,NA
"KV Sharma","India","Sri Lanka",NA,NA,NA
"DS Kulkarni","India","Sri Lanka",NA,NA,NA
"JR Hazlewood","Australia","South Africa",NA,NA,NA
"KW Richardson","Australia","South Africa",NA,NA,NA
"MA Starc","Australia","South Africa",NA,NA,NA
"XJ Doherty","Australia","South Africa",NA,NA,NA
"Imran Tahir","South Africa","Australia",NA,NA,NA
"KJ Abbott","South Africa","Australia",NA,NA,NA
"MA Starc","Australia","South Africa",NA,NA,NA
"NM Coulter-Nile","Australia","South Africa",NA,NA,NA
"Al-Amin Hossain","Bangladesh","Zimbabwe",NA,NA,NA
"Rubel Hossain","Bangladesh","Zimbabwe",NA,NA,NA
"M Morkel","South Africa","Australia",NA,NA,NA
"RJ Peterson","South Africa","Australia",NA,NA,NA
"KJ Abbott","South Africa","Australia",NA,NA,NA
"JR Hazlewood","Australia","South Africa",NA,NA,NA
"Al-Amin Hossain","Bangladesh","Zimbabwe",NA,NA,NA
"Arafat Sunny","Bangladesh","Zimbabwe",NA,NA,NA
"Rubel Hossain","Bangladesh","Zimbabwe",NA,NA,NA
"Arafat Sunny","Bangladesh","Zimbabwe",NA,NA,NA
"Shafiul Islam","Bangladesh","Zimbabwe",NA,NA,NA
"HMRKB Herath","Sri Lanka","England",NA,NA,NA
"KTGD Prasad","Sri Lanka","England",NA,NA,NA
"BAW Mendis","Sri Lanka","England",NA,NA,NA
"Jubair Hossain","Bangladesh","Zimbabwe",NA,NA,NA
"T Kamungozi","Zimbabwe","Bangladesh",NA,NA,NA
"Javed Ahmadi","Afghanistan","U.A.E.",NA,NA,NA
"Shapoor Zadran","Afghanistan","U.A.E.",NA,NA,NA
"Dawlat Zadran","Afghanistan","U.A.E.",NA,NA,NA
"AM Guruge","U.A.E","Afghanistan",NA,NA,NA
"Mohammad Tauqir","U.A.E","Afghanistan",NA,NA,NA
"Mohammad Naveed","U.A.E","Afghanistan",NA,NA,NA
"Amjad Javed","U.A.E","Afghanistan",NA,NA,NA
"HMRKB Herath","Sri Lanka","England",NA,NA,NA
"NLTC Perera","Sri Lanka","England",NA,NA,NA
"KTGD Prasad","Sri Lanka","England",NA,NA,NA
"HDRL Thirimanne","Sri Lanka","England",NA,NA,NA
"BAW Mendis","Sri Lanka","England",NA,NA,NA
"AD Mathews","Sri Lanka","England",NA,NA,NA
"BMAJ Mendis","Sri Lanka","England",NA,NA,NA
"Hamid Hassan","Afghanistan","U.A.E.",NA,NA,NA
"Mohammad Naveed","U.A.E","Afghanistan",NA,NA,NA
"Salman Farooq","U.A.E","Afghanistan",NA,NA,NA
"Krishna Chandran","U.A.E","Afghanistan",NA,NA,NA
"SP Patil","U.A.E","Afghanistan",NA,NA,NA
"AM Guruge","U.A.E","Afghanistan",NA,NA,NA
"Jubair Hossain","Bangladesh","Zimbabwe",NA,NA,NA
"Taijul Islam","Bangladesh","Zimbabwe",NA,NA,NA
"Mashrafe Mortaza","Bangladesh","Zimbabwe",NA,NA,NA
"Abul Hasan","Bangladesh","Zimbabwe",NA,NA,NA
"Fahad Alhashmi","U.A.E","Afghanistan",NA,NA,NA
"Saqlain Haider","U.A.E","Afghanistan",NA,NA,NA
"Mohammad Naveed","U.A.E","Afghanistan",NA,NA,NA
"Krishna Chandran","U.A.E","Afghanistan",NA,NA,NA
"Nasir Aziz","U.A.E","Afghanistan",NA,NA,NA
"Farid Malik","Afghanistan","U.A.E.",NA,NA,NA
"BAW Mendis","Sri Lanka","England",NA,NA,NA
"ST Finn","England","Sri Lanka",NA,NA,NA
"CJ Jordan","England","Sri Lanka",NA,NA,NA
"CR Woakes","England","Sri Lanka",NA,NA,NA
"BA Stokes","England","Sri Lanka",NA,NA,NA
"KTGD Prasad","Sri Lanka","England",NA,NA,NA
"BAW Mendis","Sri Lanka","England",NA,NA,NA
"BMAJ Mendis","Sri Lanka","England",NA,NA,NA
"HMRKB Herath","Sri Lanka","England",NA,NA,NA
"NLTC Perera","Sri Lanka","England",NA,NA,NA
"AF Milne","New Zealand","Pakistan",NA,NA,NA
"KD Mills","New Zealand","Pakistan",NA,NA,NA
"Umar Gul","Pakistan","New Zealand",NA,NA,NA
"Mohammad Irfan","Pakistan","New Zealand",NA,NA,NA
"ST Finn","England","Sri Lanka",NA,NA,NA
"CR Woakes","England","Sri Lanka",NA,NA,NA
"JC Tredwell","England","Sri Lanka",NA,NA,NA
"CJ Jordan","England","Sri Lanka",NA,NA,NA
"AF Milne","New Zealand","Pakistan",NA,NA,NA
"MJ McClenaghan","New Zealand","Pakistan",NA,NA,NA
"MJ Henry","New Zealand","Pakistan",NA,NA,NA
"HDRL Thirimanne","Sri Lanka","England",NA,NA,NA
"SMSM Senanayake","Sri Lanka","England",NA,NA,NA
"RAS Lakmal","Sri Lanka","England",NA,NA,NA
"Wahab Riaz","Pakistan","New Zealand",NA,NA,NA
"Mohammad Irfan","Pakistan","New Zealand",NA,NA,NA
"RAS Lakmal","Sri Lanka","England",NA,NA,NA
"MDK Perera","Sri Lanka","England",NA,NA,NA
"HDRL Thirimanne","Sri Lanka","England",NA,NA,NA
"MJ McClenaghan","New Zealand","Pakistan",NA,NA,NA
"MJ Henry","New Zealand","Pakistan",NA,NA,NA
"L Ronchi","New Zealand","Pakistan",NA,NA,NA
"AF Milne","New Zealand","Pakistan",NA,NA,NA
"DL Vettori","New Zealand","Pakistan",NA,NA,NA
"Mohammad Irfan","Pakistan","New Zealand",NA,NA,NA
"AP Devcich","New Zealand","Pakistan",NA,NA,NA
"AF Milne","New Zealand","Pakistan",NA,NA,NA
"NL McCullum","New Zealand","Pakistan",NA,NA,NA
"MJ McClenaghan","New Zealand","Pakistan",NA,NA,NA
"MJ Henry","New Zealand","Pakistan",NA,NA,NA
"SM Sharif","Scotland","Afghanistan",NA,NA,NA
"Mirwais Ashraf","Afghanistan","Scotland",NA,NA,NA
"Samiullah Shenwari","Afghanistan","Scotland",NA,NA,NA
"Gulbadin Naib","Afghanistan","Scotland",NA,NA,NA
"Mohammad Nabi","Afghanistan","Scotland",NA,NA,NA
"Dawlat Zadran","Afghanistan","Scotland",NA,NA,NA
"Mirwais Ashraf","Afghanistan","Scotland",NA,NA,NA
"Samiullah Shenwari","Afghanistan","Scotland",NA,NA,NA
"CA Young","Ireland","Afghanistan",NA,NA,NA
"GH Dockrell","Ireland","Afghanistan",NA,NA,NA
"MJ McClenaghan","New Zealand","Sri Lanka",NA,NA,NA
"TA Boult","New Zealand","Sri Lanka",NA,NA,NA
"GH Dockrell","Ireland","Scotland",NA,NA,NA
"CA Young","Ireland","Scotland",NA,NA,NA
"I Wardlaw","Scotland","Afghanistan",NA,NA,NA
"RM Haq","Scotland","Afghanistan",NA,NA,NA
"HMRKB Herath","Sri Lanka","New Zealand",NA,NA,NA
"BMAJ Mendis","Sri Lanka","New Zealand",NA,NA,NA
"NLTC Perera","Sri Lanka","New Zealand",NA,NA,NA
"KMDN Kulasekara","Sri Lanka","New Zealand",NA,NA,NA
"SMSM Senanayake","Sri Lanka","New Zealand",NA,NA,NA
"PJ Cummins","Australia","England",NA,NA,NA
"XJ Doherty","Australia","England",NA,NA,NA
"Imran Tahir","South Africa","West Indies",NA,NA,NA
"NLTC Perera","Sri Lanka","New Zealand",NA,NA,NA
"TM Dilshan","Sri Lanka","New Zealand",NA,NA,NA
"HDRL Thirimanne","Sri Lanka","New Zealand",NA,NA,NA
"BMAJ Mendis","Sri Lanka","New Zealand",NA,NA,NA
"KMDN Kulasekara","Sri Lanka","New Zealand",NA,NA,NA
"FDM Karunaratne","Sri Lanka","New Zealand",NA,NA,NA
"DPMD Jayawardene","Sri Lanka","New Zealand",NA,NA,NA
"SMSM Senanayake","Sri Lanka","New Zealand",NA,NA,NA
"KC Sangakkara","Sri Lanka","New Zealand",NA,NA,NA
"KTGD Prasad","Sri Lanka","New Zealand",NA,NA,NA
"AD Mathews","Sri Lanka","New Zealand",NA,NA,NA
"DL Vettori","New Zealand","Sri Lanka",NA,NA,NA
"L Ronchi","New Zealand","Sri Lanka",NA,NA,NA
"MJ Henry","New Zealand","Sri Lanka",NA,NA,NA
"MJ McClenaghan","New Zealand","Sri Lanka",NA,NA,NA
"TG Southee","New Zealand","Sri Lanka",NA,NA,NA
"NL McCullum","New Zealand","Sri Lanka",NA,NA,NA
"Hamid Hassan","Afghanistan","Ireland",NA,NA,NA
"UT Yadav","India","Australia",NA,NA,NA
"MA Starc","Australia","India",NA,NA,NA
"GS Sandhu","Australia","India",NA,NA,NA
"PJ Cummins","Australia","India",NA,NA,NA
"DW Steyn","South Africa","West Indies",NA,NA,NA
"JP Duminy","South Africa","West Indies",NA,NA,NA
"F du Plessis","South Africa","West Indies",NA,NA,NA
"M Morkel","South Africa","West Indies",NA,NA,NA
"Imran Tahir","South Africa","West Indies",NA,NA,NA
"VD Philander","South Africa","West Indies",NA,NA,NA
"F Behardien","South Africa","West Indies",NA,NA,NA
"SJ Benn","West Indies","South Africa",NA,NA,NA
"JE Taylor","West Indies","South Africa",NA,NA,NA
"KJ O'Brien","Ireland","Scotland",NA,NA,NA
"JH Davey","Scotland","Ireland",NA,NA,NA
"PKD Chase","Ireland","Scotland",NA,NA,NA
"FRJ Coleman","Scotland","Ireland",NA,NA,NA
"SR Thompson","Ireland","Scotland",NA,NA,NA
"CS MacLeod","Scotland","Ireland",NA,NA,NA
"I Wardlaw","Scotland","Ireland",NA,NA,NA
"EC Joyce","Ireland","Scotland",NA,NA,NA
"A Balbirnie","Ireland","Scotland",NA,NA,NA
"RM Haq","Scotland","Ireland",NA,NA,NA
"MH Cross","Scotland","Ireland",NA,NA,NA
"GC Wilson","Ireland","Scotland",NA,NA,NA
"MC Sorensen","Ireland","Scotland",NA,NA,NA
"AC Evans","Scotland","Ireland",NA,NA,NA
"AR McBrine","Ireland","Scotland",NA,NA,NA
"MW Machan","Scotland","Ireland",NA,NA,NA
"PR Stirling","Ireland","Scotland",NA,NA,NA
"RD Berrington","Scotland","Ireland",NA,NA,NA
"PL Mommsen","Scotland","Ireland",NA,NA,NA
"NJ O'Brien","Ireland","Scotland",NA,NA,NA
"WTS Porterfield","Ireland","Scotland",NA,NA,NA
"KJ Coetzer","Scotland","Ireland",NA,NA,NA
"AF Milne","New Zealand","Sri Lanka",NA,NA,NA
"TG Southee","New Zealand","Sri Lanka",NA,NA,NA
"MJ McClenaghan","New Zealand","Sri Lanka",NA,NA,NA
"JE Root","England","India",NA,NA,NA
"JM Anderson","England","India",NA,NA,NA
"SCJ Broad","England","India",NA,NA,NA
"JC Buttler","England","India",NA,NA,NA
"RS Bopara","England","India",NA,NA,NA
"EJG Morgan","England","India",NA,NA,NA
"ST Finn","England","India",NA,NA,NA
"CR Woakes","England","India",NA,NA,NA
"VD Philander","South Africa","West Indies",NA,NA,NA
"AB de Villiers","South Africa","West Indies",NA,NA,NA
"DA Miller","South Africa","West Indies",NA,NA,NA
"Imran Tahir","South Africa","West Indies",NA,NA,NA
"F Behardien","South Africa","West Indies",NA,NA,NA
"DW Steyn","South Africa","West Indies",NA,NA,NA
"JP Duminy","South Africa","West Indies",NA,NA,NA
"M Morkel","South Africa","West Indies",NA,NA,NA
"TA Boult","New Zealand","Sri Lanka",NA,NA,NA
"NL McCullum","New Zealand","Sri Lanka",NA,NA,NA
"MJ McClenaghan","New Zealand","Sri Lanka",NA,NA,NA
"TG Southee","New Zealand","Sri Lanka",NA,NA,NA
"JM Anderson","England","Australia",NA,NA,NA
"ST Finn","England","Australia",NA,NA,NA
"PJ Cummins","Australia","England",NA,NA,NA
"GS Sandhu","Australia","England",NA,NA,NA
"MJ McClenaghan","New Zealand","Sri Lanka",NA,NA,NA
"TA Boult","New Zealand","Sri Lanka",NA,NA,NA
"M Morkel","South Africa","West Indies",NA,NA,NA
"MA Starc","Australia","India",NA,NA,NA
"GJ Bailey","Australia","India",NA,NA,NA
"DA Warner","Australia","India",NA,NA,NA
"JP Faulkner","Australia","India",NA,NA,NA
"JR Hazlewood","Australia","India",NA,NA,NA
"XJ Doherty","Australia","India",NA,NA,NA
"GJ Maxwell","Australia","India",NA,NA,NA
"AJ Finch","Australia","India",NA,NA,NA
"SPD Smith","Australia","India",NA,NA,NA
"MR Marsh","Australia","India",NA,NA,NA
"BJ Haddin","Australia","India",NA,NA,NA
"MS Dhoni","India","Australia",NA,NA,NA
"SK Raina","India","Australia",NA,NA,NA
"I Sharma","India","Australia",NA,NA,NA
"Mohammed Shami","India","Australia",NA,NA,NA
"STR Binny","India","Australia",NA,NA,NA
"RA Jadeja","India","Australia",NA,NA,NA
"AR Patel","India","Australia",NA,NA,NA
"AM Phangiso","South Africa","West Indies",NA,NA,NA
"M de Lange","South Africa","West Indies",NA,NA,NA
"KJ Abbott","South Africa","West Indies",NA,NA,NA
"WD Parnell","South Africa","West Indies",NA,NA,NA
"PVD Chameera","Sri Lanka","New Zealand",NA,NA,NA
"RMS Eranga","Sri Lanka","New Zealand",NA,NA,NA
"FDM Karunaratne","Sri Lanka","New Zealand",NA,NA,NA
"JM Anderson","England","India",NA,NA,NA
"ST Finn","England","India",NA,NA,NA
"KD Mills","New Zealand","Pakistan",NA,NA,NA
"AF Milne","New Zealand","Pakistan",NA,NA,NA
"NL McCullum","New Zealand","Pakistan",NA,NA,NA
"CJ Anderson","New Zealand","Pakistan",NA,NA,NA
"L Ronchi","New Zealand","Pakistan",NA,NA,NA
"TA Boult","New Zealand","Pakistan",NA,NA,NA
"JR Hazlewood","Australia","England",NA,NA,NA
"TA Boult","New Zealand","Pakistan",NA,NA,NA
"DL Vettori","New Zealand","Pakistan",NA,NA,NA
"TG Southee","New Zealand","Pakistan",NA,NA,NA
"AF Milne","New Zealand","Pakistan",NA,NA,NA
"DL Vettori","New Zealand","Sri Lanka",NA,NA,NA
"TA Boult","New Zealand","Sri Lanka",NA,NA,NA
"AF Milne","New Zealand","Sri Lanka",NA,NA,NA
"TG Southee","New Zealand","Sri Lanka",NA,NA,NA
"JR Hazlewood","Australia","England",NA,NA,NA
"Imran Tahir","South Africa","Zimbabwe",NA,NA,NA
"F Behardien","South Africa","Zimbabwe",NA,NA,NA
"DW Steyn","South Africa","Zimbabwe",NA,NA,NA
"M Morkel","South Africa","Zimbabwe",NA,NA,NA
"DW Steyn","South Africa","Zimbabwe",NA,NA,NA
"MM Sharma","India","Pakistan",NA,NA,NA
"UT Yadav","India","Pakistan",NA,NA,NA
"KAJ Roach","West Indies","Ireland",NA,NA,NA
"JE Taylor","West Indies","Ireland",NA,NA,NA
"AR McBrine","Ireland","West Indies",NA,NA,NA
"GH Dockrell","Ireland","West Indies",NA,NA,NA
"MC Sorensen","Ireland","West Indies",NA,NA,NA
"TA Boult","New Zealand","Scotland",NA,NA,NA
"TG Southee","New Zealand","Scotland",NA,NA,NA
"Mohammad Tauqir","U.A.E","Zimbabwe",NA,NA,NA
"Nasir Aziz","U.A.E","Zimbabwe",NA,NA,NA
"T Kamungozi","Zimbabwe","U.A.E.",NA,NA,NA
"T Panyangara","Zimbabwe","U.A.E.",NA,NA,NA
"TL Chatara","Zimbabwe","U.A.E.",NA,NA,NA
"TA Boult","New Zealand","England",NA,NA,NA
"L Ronchi","New Zealand","England",NA,NA,NA
"TG Southee","New Zealand","England",NA,NA,NA
"DL Vettori","New Zealand","England",NA,NA,NA
"AF Milne","New Zealand","England",NA,NA,NA
"CJ Anderson","New Zealand","England",NA,NA,NA
"GD Elliott","New Zealand","England",NA,NA,NA
"JO Holder","West Indies","Pakistan",NA,NA,NA
"SJ Benn","West Indies","Pakistan",NA,NA,NA
"JE Taylor","West Indies","Pakistan",NA,NA,NA
"SL Malinga","Sri Lanka","Afghanistan",NA,NA,NA
"HMRKB Herath","Sri Lanka","Afghanistan",NA,NA,NA
"RAS Lakmal","Sri Lanka","Afghanistan",NA,NA,NA
"UT Yadav","India","South Africa",NA,NA,NA
"MM Sharma","India","South Africa",NA,NA,NA
